nom_mpio,NOM_VEREDA,NOM_BARRIO,Count of SISBENIV_PT
SILVANIA,PANAMÁ ALTA,BARRIO_S4,305
SILVANIA,SAN JOSÉ EL HATO,BARRIO_S4,29
SILVANIA,SUBIA ALTA,BARRIO_S4,580
SILVANIA,SUBIA NORTE,BARRIO_S4,622
SILVANIA,VEREDA NORUEGA BAJA,BARRIO_S4,484
SILVANIA,VICTORIA BAJA,BARRIO_S4,702
SILVANIA,YAYATÁ CENTRAL,BARRIO_S4,300
SIMIJACA,CHURNICA,BARRIO_S4,217
SIMIJACA,SIN VEREDA,BARRIO_S4,2501
SIMIJACA,SIN VEREDA,CAPITOLIO,306
SIMIJACA,SIN VEREDA,EL PARAISO,158
SIMIJACA,SIN VEREDA,LAS MARGARITAS,181
SIMIJACA,TÁQUIRA,BARRIO_S4,242
SOACHA,CASCAJAL,BARRIO_S4,47
SOACHA,PANAMA,BARRIO_S4,1081
SOACHA,SAN JORGE,BARRIO_S4,297
SOACHA,SIN VEREDA,ABC SANTA ANA,102
SOACHA,SIN VEREDA,ACANTO II (C.V),1017
SOACHA,SIN VEREDA,ALHELI (C.V),113
SOACHA,SIN VEREDA,ALISO (C.V),267
SOACHA,SIN VEREDA,ALTEA (C.V),328
SOACHA,SIN VEREDA,ALTOS DE JUANAMBU,1
SOACHA,SIN VEREDA,ALTOS DE LA FLORIDA II,2893
SOACHA,SIN VEREDA,ALTOS DE SAN MATEO,3
SOACHA,SIN VEREDA,ALTOS DE SANTA FE,50
SOACHA,SIN VEREDA,ALTOS DEL NOGAL,99
SOACHA,SIN VEREDA,ALTOS DEL PINAR ,47
SOACHA,SIN VEREDA,ANTURIO I (C.V),182
SOACHA,SIN VEREDA,ARRAYAN,179
SOACHA,SIN VEREDA,ASTROMELIA II (C.V),270
SOACHA,SIN VEREDA,ASTROMELIA III (C.V),88
SOACHA,SIN VEREDA,AZAFRAN (C.V),173
SOACHA,SIN VEREDA,BARBADOS III,34
SOACHA,SIN VEREDA,BELLA VISTA ALTA,4171
SOACHA,SIN VEREDA,CAGUA,1619
SOACHA,SIN VEREDA,CALA (C.V),168
SOACHA,SIN VEREDA,CASALINDA III,17
SOACHA,SIN VEREDA,CASALINDA VI,7
SOACHA,SIN VEREDA,CENTRO,718
SOACHA,SIN VEREDA,CEREZO (C.V),402
SOACHA,SIN VEREDA,CIPRES (C.V),312
SOACHA,SIN VEREDA,CIUDAD LATINA II,876
SOACHA,SIN VEREDA,CIUDADELA EDUCATIVA VIDA NUEVA (PP HUERTAS),2
SOACHA,SIN VEREDA,COBEC,220
SOACHA,SIN VEREDA,DALIA (C.V),157
SOACHA,SIN VEREDA,DANUBIO III,1444
SOACHA,SIN VEREDA,EL BOSQUE CAGUA CHIQUITA,70
SOACHA,SIN VEREDA,EL DORADO,396
SOACHA,SIN VEREDA,EL MANANA (P.P. HUERTAS),393
SOACHA,SIN VEREDA,EL NOGAL,390
SOACHA,SIN VEREDA,EL PARAISO,1471
SOACHA,SIN VEREDA,EL PORVENIR,2623
SOACHA,SIN VEREDA,EL PRADO DE LAS VEGAS,840
SOACHA,SIN VEREDA,EL RINCON DE SANTAFE,748
SOACHA,SIN VEREDA,EL TABACAL,371
SOACHA,SIN VEREDA,EL TESORO (P.P. HUERTAS),831
SOACHA,SIN VEREDA,EL TRIUNFO IV (P.P. HUERTAS),1103
SOACHA,SIN VEREDA,ESCONDITE DE JOSE /VILLA LUZ,22
SOACHA,SIN VEREDA,FICUS (C.V),35
SOACHA,SIN VEREDA,GRANADO (C.V),214
SOACHA,SIN VEREDA,JUAN PABLO I,1112
SOACHA,SIN VEREDA,JUAN PABLO II SEGUNDA ETAPA,678
SOACHA,SIN VEREDA,LA ALAMEDA,45
TOCANCIPÁ,SECTOR GÓMEZ,BARRIO_S4,725
TOCANCIPÁ,SECTOR LA DIANA - TIBITOC,BARRIO_S4,32
TOCANCIPÁ,SECTOR LAS QUINTAS,BARRIO_S4,113
TOCANCIPÁ,SECTOR MARTINEZ,BARRIO_S4,212
TOCANCIPÁ,SECTOR PALACIOS,BARRIO_S4,33
TOCANCIPÁ,SECTOR QUINDINGUA,BARRIO_S4,360
TOCANCIPÁ,SIN VEREDA,ALAMEDA PARQUE RESIDENCIAL,156
TOCANCIPÁ,SIN VEREDA,BARRIO_S4,4127
TOCANCIPÁ,SIN VEREDA,CENTRO - CENTRO,3201
TOCANCIPÁ,SIN VEREDA,LA SELVA,588
TOCANCIPÁ,SIN VEREDA,MIRADOR DEL CAMPO,177
TOCANCIPÁ,URBANIZACIÓN LAS PALMAS,BARRIO_S4,318
TOPAIPÍ,CAQUIAN,BARRIO_S4,69
TOPAIPÍ,GUACHIPAY,BARRIO_S4,136
TOPAIPÍ,HONDURAS LOMA LARGA,BARRIO_S4,4
TOPAIPÍ,HONDURAS LUCITANIA,BARRIO_S4,30
TOPAIPÍ,HONDURAS PARAISO,BARRIO_S4,70
TOPAIPÍ,HOYA DEL TABLON ,BARRIO_S4,45
TOPAIPÍ,MATA DE RAMO,BARRIO_S4,34
TOPAIPÍ,PAPATAS,BARRIO_S4,87
TOPAIPÍ,SAN JUAN ,BARRIO_S4,10
TOPAIPÍ,SIN VEREDA,BARRIO_S4,107
TOPAIPÍ,TERMINOS,BARRIO_S4,145
UBALÁ,ALGODONES,BARRIO_S4,55
UBALÁ,EL CARMEN ZONA B,BARRIO_S4,9
UBALÁ,ROBLEDAL,BARRIO_S4,162
UBALÁ,SAN ISIDRO,BARRIO_S4,379
UBALÁ,SAN JOSE,BARRIO_S4,244
UBALÁ,SAN JUAN,BARRIO_S4,94
UBALÁ,SAN LUIS BAJO ZONA B,BARRIO_S4,11
UBALÁ,SAN PABLO,BARRIO_S4,147
UBALÁ,SANTA LUCIA,BARRIO_S4,56
UBALÁ,SIN VEREDA,BARRIO_S4,1044
UBAQUE,CENTRO AFUERA,BARRIO_S4,206
UBAQUE,CENTRO URBANO,BARRIO_S4,2
UBAQUE,FISTEGA,BARRIO_S4,21
UBAQUE,GUAYACUNDO,BARRIO_S4,40
UBAQUE,LUCIGA,BARRIO_S4,87
UBAQUE,RIO NEGRO,BARRIO_S4,77
UNE,BOLSITAS,UNE CABECERA MUNICIPAL,16
UNE,EL RAMAL,UNE CABECERA MUNICIPAL,21
UNE,SAN ISIDRO,UNE CABECERA MUNICIPAL,320
UNE,SAN LUIS,UNE CABECERA MUNICIPAL,393
UNE,TIMASITA,UNE CABECERA MUNICIPAL,506
ÚTICA,LIBERIA,SIN BARRIO,79
ÚTICA,MONTAÑA,SIN BARRIO,224
VENECIA,DOA EL RETIRO,BARRIO_S4,329
VENECIA,EL DIAMANTE,BARRIO_S4,183
VENECIA,NO,BARRIO DIVINO NIÑO,199
VENECIA,PALMAR ALTO,BARRIO_S4,91
VENECIA,SABANETA ALTA,BARRIO_S4,211
VENECIA,SAGRADO CORAZON,BARRIO_S4,152
VENECIA,SAN ANTONIO,BARRIO_S4,193
VERGARA,CHONTECITO,BARRIO_S4,257
VERGARA,CHONTEGRANDE,BARRIO_S4,513
VERGARA,COPERO,BARRIO_S4,145
VERGARA,EL ZANCUDO,BARRIO_S4,228
VERGARA,FLANDES,BARRIO_S4,108
VERGARA,GIRON,BARRIO_S4,182
VERGARA,LA BOLSA,BARRIO_S4,129
VERGARA,LA PAZ,BARRIO_S4,169
VERGARA,LAS CAJAS,BARRIO_S4,243
VERGARA,PEÑA BLANCA,BARRIO_S4,133
VERGARA,PERIQUITO,BARRIO_S4,87
VERGARA,SIN VEREDA,SAN LUIS,110
VERGARA,SIN VEREDA,SAN PEDRO,180
VIANÍ,ALTO DEL PUEBLO,SIN BARRIO,266
VIANÍ,CALAMBATA,SIN BARRIO,194
VIANÍ,CAÑADAS,SIN BARRIO,191
VIANÍ,CENTRO,SIN BARRIO,8
VIANÍ,CHUCUMA,SIN BARRIO,144
VIANÍ,GUATE,SIN BARRIO,196
VIANÍ,MANILLAS,SIN BARRIO,507
VIANÍ,MOLINO,SIN BARRIO,232
VIANÍ,ROSARIO,SIN BARRIO,456
VIANÍ,SIN VEREDA,COREA,47
VIANÍ,SIN VEREDA,LA ESPERANZA,21
VIANÍ,SIN VEREDA,SIN BARRIO,23
VILLA DE SAN DIEGO DE UBATÉ,SIN VEREDA,CENTRO,917
VILLA DE SAN DIEGO DE UBATÉ,SIN VEREDA,URBANIZACION  LAS MARGARITAS,207
VILLA DE SAN DIEGO DE UBATÉ,SIN VEREDA,URBANIZACION LA ESTANZUELA,883
VILLA DE SAN DIEGO DE UBATÉ,SIN VEREDA,VIENTO LIBRE,268
VILLAGÓMEZ,BUENAVISTA,BARRIO_S4,186
VILLAGÓMEZ,EL RETIRO,BARRIO_S4,30
VILLAGÓMEZ,LA MARIA,BARRIO_S4,41
VILLAGÓMEZ,VERAGUITAS,BARRIO_S4,114
VILLAPINZÓN,CHASQUEZ,BARRIO_S4,874
SOACHA,SIN VEREDA,LAGUNA TIBANICA (EMBALSE TERREROS),1
SOACHA,SIN VEREDA,LAS HUERTAS,344
SOACHA,SIN VEREDA,LAS HUERTAS (PP HUERTAS),440
SOACHA,SIN VEREDA,LAVANDA (C.V),200
SOACHA,SIN VEREDA,LEON XIII SEGUNDO SECTOR,2251
SOACHA,SIN VEREDA,LILA (C.V.),205
SOACHA,SIN VEREDA,LINCONL,889
SOACHA,SIN VEREDA,LLANO GRANDE,775
SOACHA,SIN VEREDA,LOIRA,7
SOACHA,SIN VEREDA,LOS CAMINOS (P.P. HUERTAS),449
SOACHA,SIN VEREDA,LOS CEREZOS,746
SOACHA,SIN VEREDA,LOS CONDOMINIOS II DE TEJARES,399
SOACHA,SIN VEREDA,LOS CRISTALES,264
SOACHA,SIN VEREDA,LOS DUCALES I,3502
SOACHA,SIN VEREDA,LOS ROBLES,1543
SOACHA,SIN VEREDA,MAGNOLIA (C.V.),341
SOACHA,SIN VEREDA,MAGNOLIOS,323
SOACHA,SIN VEREDA,MALABAR,53
SOACHA,SIN VEREDA,MANZANILLA (C.V),397
SOACHA,SIN VEREDA,MIRADOR DE SAN IGNACIO I,41
SOACHA,SIN VEREDA,MOMPOS (MAIPORE),357
SOACHA,SIN VEREDA,NARDO (C.V.),478
SOACHA,SIN VEREDA,OASIS,736
SOACHA,SIN VEREDA,OLIVO I (C.V),490
SOACHA,SIN VEREDA,PAPIRO (C.V.),147
SOACHA,SIN VEREDA,PARQUE CAMPESTRE 1,228
SOACHA,SIN VEREDA,PARQUE CAMPESTRE 13,364
SOACHA,SIN VEREDA,PARQUE CAMPESTRE 5,353
SOACHA,SIN VEREDA,PARQUES DE CAGUA,399
SOACHA,SIN VEREDA,PARQUES DE CASALINDA ,29
SOACHA,SIN VEREDA,PARQUES DEL SOL II,21
SOACHA,SIN VEREDA,PENSAMIENTO (C.V),161
SOACHA,SIN VEREDA,PERAL (C.V.),176
SOACHA,SIN VEREDA,PORTAL DE SAN IGNACIO ,341
SOACHA,SIN VEREDA,PORTAL DEL NOGAL,596
SOACHA,SIN VEREDA,PORTALEGRE REAL II,89
SOACHA,SIN VEREDA,PORTALES DE TIERRA BLANCA,458
SOACHA,SIN VEREDA,PRESENCIA DE LOS ANDES I,19
SOACHA,SIN VEREDA,PUESTA AL SOL,12
SOACHA,SIN VEREDA,QUINTAS DE LA LAGUNA II,1864
SOACHA,SIN VEREDA,QUINTAS DE SANTA ANA ETAPA 1B ZONA 1,141
SOACHA,SIN VEREDA,QUINTAS DE SANTA ANA ETAPA IB,140
SOACHA,SIN VEREDA,QUINTAS DE SANTA ANA II,2298
SOACHA,SIN VEREDA,SALA DE VENTAS (MAIPORE),6
SOACHA,SIN VEREDA,SAN BERNARDINO,581
SOACHA,SIN VEREDA,SAN FERNANDO,379
SOACHA,SIN VEREDA,SAN LUCAS II,22
SOACHA,SIN VEREDA,SAN MIGUEL,938
SOACHA,SIN VEREDA,SANTA ANA 1ER SECTOR,915
SOACHA,SIN VEREDA,SANTA CECILIA,710
SOACHA,SIN VEREDA,SANTA HELENA,721
SOACHA,SIN VEREDA,SANTO DOMINGO,1454
SOACHA,SIN VEREDA,SIMON BOLIVAR,78
SOACHA,SIN VEREDA,TERRA GRANDE  II ETAPA,893
SOACHA,SIN VEREDA,TERRA GRANDE III ETAPA,1155
SOACHA,SIN VEREDA,TERRANOVA,450
SOACHA,SIN VEREDA,TORRENTES 1,315
SOACHA,SIN VEREDA,TORRENTES 3,747
SOACHA,SIN VEREDA,TORRES DE SANTA ANA,148
SOACHA,SIN VEREDA,TORRES DEL CAMINO 2,40
SOACHA,SIN VEREDA,TREBOL (C.V.),180
SOACHA,SIN VEREDA,VERONICA (C.V),455
SOACHA,SIN VEREDA,VICTORIA I (C.V.),135
SOACHA,SIN VEREDA,VIDA NUEVA I (P.P. HUERTAS),1742
SOACHA,SIN VEREDA,VILLA DANIELA,203
SOACHA,SIN VEREDA,VILLA SOFIA I,857
SOACHA,SIN VEREDA,VILLAS DE CASALOMA,979
SOACHA,SIN VEREDA,VIOLETA (C.V),305
SOACHA,SIN VEREDA,ZONA INDUSTRIAL DE CAZUCA,5
SOACHA,SIN VEREDA,ZONA INDUSTRIAL SANTA ANA,5
SOACHA,SIN VEREDA,ZONA VERDE,64
SOACHA,SIN VEREDA,ZONA VERDE 3-HACIENDA TERREROS,1
SOACHA,VILLA NUEVA,BARRIO_S4,171
SOPÓ,AGUACALIENTE,BARRIO_S4,37
SOPÓ,BELLAVISTA,BARRIO_S4,167
SOPÓ,CENTRO ALTO BAJO,BARRIO_S4,179
SOPÓ,COMUNEROS PIONONO CENTRO ALTO,BARRIO_S4,135
SOPÓ,LA CAROLINA,BARRIO_S4,48
SOPÓ,LA DIANA,BARRIO_S4,105
SOPÓ,LA VIOLETA,BARRIO_S4,235
SOPÓ,SAN FELIPE LA VIRGEN CENTRO ALTO,BARRIO_S4,76
SOACHA,SIN VEREDA,LA CONFIANZA II (P.P. HUERTAS),674
SOACHA,SIN VEREDA,LA LAGUNA,48
SOACHA,SIN VEREDA,LA PRADERA II,630
SOACHA,SIN VEREDA,LAS FERIAS,304
SOACHA,SIN VEREDA,LAS MARGARITAS,1294
SOACHA,SIN VEREDA,LAS VEGAS,890
SOACHA,SIN VEREDA,LAS VEGAS DE SAN MATEO,49
SOACHA,SIN VEREDA,LEON XIII TERCER SECTOR,1329
SOACHA,SIN VEREDA,LILO (C.V),144
SOACHA,SIN VEREDA,LINARIA (C.V),265
SOACHA,SIN VEREDA,LOS ALPES,1
SOACHA,SIN VEREDA,LOS CONDOMINIOS I DE TEJARES,436
SOACHA,SIN VEREDA,LOS GIRASOLES,500
SOACHA,SIN VEREDA,LOS OLIVOS I,2553
SOACHA,SIN VEREDA,LOS OLIVOS II,2382
SOACHA,SIN VEREDA,LOS ROSALES,109
SOACHA,SIN VEREDA,LOS SAUCES,5
SOACHA,SIN VEREDA,LOS TUCANES SL 4,2
SOACHA,SIN VEREDA,LUIS CARLOS GALAN I,1422
SOACHA,SIN VEREDA,LUIS CARLOS GALAN III,858
SOACHA,SIN VEREDA,LUNARIA (C.V),81
SOACHA,SIN VEREDA,MANZANO  (C.V),177
SOACHA,SIN VEREDA,MARGARITA I (C.V.),476
SOACHA,SIN VEREDA,MARGARITA II (C.V),320
SOACHA,SIN VEREDA,MINNESOTA,126
SOACHA,SIN VEREDA,MIRADOR DE SAN IGNACIO II,55
SOACHA,SIN VEREDA,MIRADOR DE SAN IGNACIO VIII,27
SOACHA,SIN VEREDA,MORELLA,586
SOACHA,SIN VEREDA,NOGAL (C.V),97
SOACHA,SIN VEREDA,NUEVA COMPARTIR,1680
SOACHA,SIN VEREDA,NUEVA PORTALEGRE,140
SOACHA,SIN VEREDA,NUEVO COLON,200
SOACHA,SIN VEREDA,ORQUIDEA (C.V.),323
SOACHA,SIN VEREDA,PALMA REAL (C.V),138
SOACHA,SIN VEREDA,PALO ROSA (C.V),371
SOACHA,SIN VEREDA,PARQUE CAMPESTRE 10,779
SOACHA,SIN VEREDA,PARQUE CAMPESTRE 12,863
SOACHA,SIN VEREDA,PARQUE CAMPESTRE 6 ,338
SOACHA,SIN VEREDA,PARQUES DEL SOL I,229
SOACHA,SIN VEREDA,PORTAL DE AMARANTO,87
SOACHA,SIN VEREDA,PORTAL DE ARRALLANES,479
SOACHA,SIN VEREDA,PORTAL DE LAS FLORES,427
SOACHA,SIN VEREDA,PORTALEGRE REAL 1,58
SOACHA,SIN VEREDA,PRIMAVERA (C.V),915
SOACHA,SIN VEREDA,PTAR (HUERTAS),36
SOACHA,SIN VEREDA,QUINTANAR DE LOS ALMENDROS,7
SOACHA,SIN VEREDA,QUINTANARES VI ETAPA,869
SOACHA,SIN VEREDA,QUINTANARES VII ETAPA,298
SOACHA,SIN VEREDA,QUINTAS DE SANTA ANA 1B ZONA 1B,582
SOACHA,SIN VEREDA,QUINTAS DE SANTA ANA 1B ZONA 4,55
SOACHA,SIN VEREDA,QUINTAS DE SANTA ANA ETAPA III,960
SOACHA,SIN VEREDA,QUINTAS DE SANTA ANA I,3054
SOACHA,SIN VEREDA,QUINTAS DEL PORTAL,314
SOACHA,SIN VEREDA,RICAURTE,4102
SOACHA,SIN VEREDA,RINCON DE SAN CARLOS,136
SOACHA,SIN VEREDA,SAN ISIDRO,441
SOACHA,SIN VEREDA,SAN JOSE,104
SOACHA,SIN VEREDA,SAN JUAN,204
SOACHA,SIN VEREDA,SAN LUCAS,118
SOACHA,SIN VEREDA,SAN LUIS,642
SOACHA,SIN VEREDA,SAN MATEO 2000,1402
SOACHA,SIN VEREDA,SAN MATEO PRIMER SECTOR,2295
SOACHA,SIN VEREDA,SAN MATEO SEGUNDO SECTOR,1218
SOACHA,SIN VEREDA,SAN NICOLAS,4992
SOACHA,SIN VEREDA,SAUCE I (C.V),316
SOACHA,SIN VEREDA,SAUCE II (C.V),230
SOACHA,SIN VEREDA,SAUCE III (C.V),239
SOACHA,SIN VEREDA,TELETON (C.V.),2
SOACHA,SIN VEREDA,TERRA GRANDE IV ETAPA,1252
SOACHA,SIN VEREDA,TERRALUNA,259
SOACHA,SIN VEREDA,TORRES DEL CAMINO 1,57
SOACHA,SIN VEREDA,TORRES DEL CAMINO 4,67
SOACHA,SIN VEREDA,TUCANES I,58
SOACHA,SIN VEREDA,TULITAN (C.V.),122
SOACHA,SIN VEREDA,VILLA ESPERANZA,440
SOACHA,SIN VEREDA,VILLA ESPERANZA CENTRO,2
SOACHA,SIN VEREDA,VILLA ITALIA,2993
SOACHA,SIN VEREDA,VILLA MERCEDES II,659
SOACHA,SIN VEREDA,VILLA SAN MATEO II,13
SOACHA,SIN VEREDA,VILLA SANDRA,3084
SOACHA,SIN VEREDA,VILLAS DE SANTA ROSA,679
VILLAPINZÓN,LA MERCED,BARRIO_S4,346
VILLAPINZÓN,NEMOCONCITO,BARRIO_S4,728
VILLAPINZÓN,REATOVA,BARRIO_S4,971
VILLAPINZÓN,SALITRE,BARRIO_S4,540
VILLAPINZÓN,SONSA,BARRIO_S4,1363
VILLETA,ILO GRANDE ,BARRIO_S4,175
VILLETA,MANI,BARRIO_S4,413
VILLETA,POTRERO GRANDE ,BARRIO_S4,126
VILLETA,QUEBRADAHONDA,BARRIO_S4,374
VILLETA,RIO DULCE,BARRIO_S4,402
VILLETA,SALITRE NEGRO,BARRIO_S4,396
VILLETA,SAN ISIDRO,BARRIO_S4,262
VILLETA,SIN VEREDA,ALTO DE LAS IGUANAS ,278
VILLETA,SIN VEREDA,BARRIO_S4,768
VILLETA,SIN VEREDA,CAMINO NACIONAL ,119
VILLETA,SIN VEREDA,CENTRO,738
VILLETA,SIN VEREDA,EL JORDAN ,123
VILLETA,SIN VEREDA,EL PARAISO,256
VILLETA,SIN VEREDA,EL RECREO ,72
VILLETA,SIN VEREDA,LAS ACACIAS ,25
VILLETA,SIN VEREDA,MURILLO TORO,595
VILLETA,SIN VEREDA,SAN JORGE,173
VIOTÁ,ARABIA ,BARRIO_S4,189
VIOTÁ,CAPOTES,BARRIO_S4,270
VIOTÁ,COSTA RICA ,BARRIO_S4,45
VIOTÁ,FLORENCIA ,BARRIO_S4,491
VIOTÁ,LAGUNAS,BARRIO_S4,319
VIOTÁ,LIBERIA,BARRIO_S4,196
VIOTÁ,MAGDALENA ALTA ,BARRIO_S4,36
VIOTÁ,MODELIA ,BARRIO_S4,69
VIOTÁ,MOGAMBO,BARRIO_S4,194
VIOTÁ,PALESTINA ,BARRIO_S4,171
VIOTÁ,QUITASOL,BARRIO_S4,114
VIOTÁ,SIN VEREDA,DORADO ,150
VIOTÁ,SIN VEREDA,SALVADOR  ALLENDE ,411
VIOTÁ,SIN VEREDA,SAN PEDRO  1,330
VIOTÁ,VICTORIA ALTA ,BARRIO_S4,190
YACOPÍ,AGUA DEL PERRO ,BARRIO_S4,36
YACOPÍ,ALTO SECO ,BARRIO_S4,18
YACOPÍ,APOSENTOS ,BARRIO_S4,63
YACOPÍ,CACERES BAJO ,BARRIO_S4,6
YACOPÍ,CERRITOS,BARRIO_S4,32
YACOPÍ,CHURUPACO,BARRIO_S4,73
YACOPÍ,CONCHON ,BARRIO_S4,30
YACOPÍ,EL CASTILLO,BARRIO_S4,11
YACOPÍ,EL ENCANTO,BARRIO_S4,97
YACOPÍ,EL MORRO,BARRIO_S4,50
YACOPÍ,EL RETIRO,BARRIO_S4,56
YACOPÍ,FINLANDIA,BARRIO_S4,27
YACOPÍ,GALLINETAS,BARRIO_S4,20
YACOPÍ,GUADUALONES,BARRIO_S4,136
YACOPÍ,GUAQUIMAY,BARRIO_S4,11
YACOPÍ,GUARUMAL,BARRIO_S4,18
YACOPÍ,INSPECCION DE ALSACIA,BARRIO_S4,24
YACOPÍ,INSPECCION DE ALTO DE CAÑAS,BARRIO_S4,35
YACOPÍ,LA BALANZA,BARRIO_S4,110
YACOPÍ,LA ISTAPA,BARRIO_S4,46YACOPÍ,LA LUZ ,BARRIO_S4,1
YACOPÍ,LA TORAX,BARRIO_S4,38
YACOPÍ,LA VENTA,BARRIO_S4,70
YACOPÍ,LAS PALMAS,BARRIO_S4,73
YACOPÍ,LAS VUELTAS,BARRIO_S4,63
YACOPÍ,LIMONAL,BARRIO_S4,33
YACOPÍ,LLANOS DE JUAN ANGEL BAJO,BARRIO_S4,65
YACOPÍ,MORAY,BARRIO_S4,182
YACOPÍ,NARANJAL DE BUSTOS,BARRIO_S4,31
YACOPÍ,PALMICHALES,BARRIO_S4,85
YACOPÍ,PORPUR,BARRIO_S4,26
YACOPÍ,PURAY,BARRIO_S4,56
YACOPÍ,RIO NEGRO,BARRIO_S4,54
YACOPÍ,SALAMANCA,BARRIO_S4,54
YACOPÍ,SANTA FE,BARRIO_S4,66
YACOPÍ,SIN VEREDA,LA MARIA,100
YACOPÍ,SIN VEREDA,LA PRIMAVERA,118
YACOPÍ,SIN VEREDA,LOMA LINDA,145
YACOPÍ,TANCUENA,BARRIO_S4,33
YACOPÍ,TERAN,BARRIO_S4,233
YACOPÍ,TRAVESIAS,BARRIO_S4,8
YACOPÍ,YACOPI VIEJO,BARRIO_S4,19
YACOPÍ,ZAMBA ,BARRIO_S4,34
ZIPACÓN,CAPILLA RURAL,BARRIO_S4,165
ZIPACÓN,CHIRCAL,BARRIO_S4,17
ZIPACÓN,LA CABAÑA,BARRIO_S4,73
ZIPACÓN,LA CABAÑA RURAL,BARRIO_S4,40
ZIPACÓN,RINCON SANTO,BARRIO_S4,210
ZIPACÓN,SIN VEREDA,BARRIO_S4,1589
ZIPAQUIRÁ,ARGELIA I,BARRIO_S4,211
ZIPAQUIRÁ,BARANDILLAS,BARRIO_S4,1789
ZIPAQUIRÁ,BOLIVAR 83,BARRIO_S4,1673
ZIPAQUIRÁ,PORTAL DE BARANDILLAS,BARRIO_S4,147
ZIPAQUIRÁ,SAN GABRIEL,BARRIO_S4,646
ZIPAQUIRÁ,SAN MIGUEL,BARRIO_S4,4227
SOACHA,SIN VEREDA,LA ALEGRIA (PP LAS VEGAS),914
SOACHA,SIN VEREDA,LA CRISTALINA,758
SOACHA,SIN VEREDA,LA ESPERANZA III (P.P. HUERTAS),1162
SOACHA,SIN VEREDA,LA EVOLUCION I (P.P. HUERTAS),253
SOACHA,SIN VEREDA,LA FONTANA I,630
SOACHA,SIN VEREDA,LA FONTANA II,82
SOACHA,SIN VEREDA,LA FORTUNA I (P.P. HUERTAS),797
SOACHA,SIN VEREDA,LA FORTUNA II (P.P. HUERTAS),970
SOACHA,SIN VEREDA,LA GRANDEZA (P.P. HUERTAS),2095
SOACHA,SIN VEREDA,LA GRANDEZA IV (P.P. HUERTAS),655
SOACHA,SIN VEREDA,LA ILUSION II (P.P. HUERTAS),823
SOACHA,SIN VEREDA,LA OPORTUNIDAD II (P.P. HUERTAS),366
SOACHA,SIN VEREDA,LA SABANA,9
SOACHA,SIN VEREDA,LAS QUINTAS II,205
SOACHA,SIN VEREDA,LAS VEGAS III,27
SOACHA,SIN VEREDA,LAS VILLAS,544
SOACHA,SIN VEREDA,LAUREL,317
SOACHA,SIN VEREDA,LIRIO (C.V.),549
SOACHA,SIN VEREDA,LLANOS DE SOACHA,1347
SOACHA,SIN VEREDA,LOMALINDA,1929
SOACHA,SIN VEREDA,LOS BALKANES,602
SOACHA,SIN VEREDA,LOS NOGALES,66
SOACHA,SIN VEREDA,LOS OLIVARES,1861
SOACHA,SIN VEREDA,LOS OLIVOS IV,1160
SOACHA,SIN VEREDA,LOS PINOS,2111
SOACHA,SIN VEREDA,LOS TUCANES SL1,24
SOACHA,SIN VEREDA,LUIS CARLOS GALAN II,1657
SOACHA,SIN VEREDA,MACADAMIA (C.V),241
SOACHA,SIN VEREDA,MARANATHA II,147
SOACHA,SIN VEREDA,MARISCAL SUCRE,1240
SOACHA,SIN VEREDA,MENTA (C.V),187
SOACHA,SIN VEREDA,MIRADOR DE SAN IGNACIO III,22
SOACHA,SIN VEREDA,MIRADOR DE SAN IGNACIO IV,64
SOACHA,SIN VEREDA,MIRADOR DE SAN IGNACIO VI,7
SOACHA,SIN VEREDA,MIRTO (C.V),264
SOACHA,SIN VEREDA,NEMESIS,837
SOACHA,SIN VEREDA,OASIS DE JERICO,10
SOACHA,SIN VEREDA,OCOBOS,68
SOACHA,SIN VEREDA,PABLO VI,813
SOACHA,SIN VEREDA,PALMETO (C.V),132
SOACHA,SIN VEREDA,PANORAMA,1201
SOACHA,SIN VEREDA,PARQUE CAMPESTRE 11,904
SOACHA,SIN VEREDA,PARQUE CAMPESTRE 14,672
SOACHA,SIN VEREDA,PARQUE CAMPESTRE 3,327
SOACHA,SIN VEREDA,PARQUE CAMPESTRE 4,1243
SOACHA,SIN VEREDA,PARQUE CAMPESTRE 7,349
SOACHA,SIN VEREDA,PARQUE DE LAS FLORES,55
SOACHA,SIN VEREDA,PARQUE RESIDENCIAL LORETTO,54
SOACHA,SIN VEREDA,PARQUES DE SAN MATEO II,189
SOACHA,SIN VEREDA,PASEO REAL,1279
SOACHA,SIN VEREDA,POMARROSA (C.V),117
SOACHA,SIN VEREDA,POMELO (C.V),301
SOACHA,SIN VEREDA,PORTAL DE SANTAFE,21
SOACHA,SIN VEREDA,PORTALEGRE,2307
SOACHA,SIN VEREDA,POTRERO GRANDE,100
SOACHA,SIN VEREDA,PRADO DE LOS ROSALES,407
SOACHA,SIN VEREDA,QUINTANAR DE LOS SAUCES,5
SOACHA,SIN VEREDA,QUINTAS DE LA LAGUNA I,2447
SOACHA,SIN VEREDA,QUINTAS DE SANTA ANA ETAPA 1B ZONA 3,28
SOACHA,SIN VEREDA,RINCON DEL LAGO,1725
SOACHA,SIN VEREDA,ROBLE (C.V),538
SOACHA,SIN VEREDA,ROSAL (C.V),112
SOACHA,SIN VEREDA,SABANA CIPRES,647
